status,floor,transaction,bathroom,Rate_per_sqft,bedroom,carpet_area_sqft,area,Price_Lakhs,area_median_ppsf,ppsf_vs_area
Ready to Move,4,Resale,4.0,10364.0,4,802.0,Noida,285.0,7233.0,1.4328770911101893
Ready to Move,16,Resale,1.0,23889.0,3,1150.0,New Delhi,215.0,8796.0,2.715893587994543
Under Construction,4,Resale,2.0,4641.0,2,1150.0,Faridabad,43.0,5662.5,0.8196026490066225
Ready to Move,10,Resale,2.0,9000.0,3,1150.0,Greater Noida,55.0,5784.5,1.5558820987120754
Ready to Move,0,New Property,2.0,2778.0,2,1150.0,Gurgaon,126.0,9259.0,0.3000324009072254
Ready to Move,2,Resale,2.0,5303.0,2,1150.0,Gurgaon,90.0,9259.0,0.5727400367210281
Ready to Move,14,Resale,3.0,5009.0,3,1150.0,New Delhi,450.0,8796.0,0.5694633924511141
Ready to Move,17,Resale,4.0,5882.0,4,1150.0,Ghaziabad,55.0,5590.0,1.0522361359570662
Ready to Move,1,Resale,4.0,7631.0,3,1150.0,New Delhi,90.0,8796.0,0.8675534333788085
Ready to Move,1,Resale,1.0,7631.0,1,1150.0,Gurgaon,8.5,9259.0,0.8241710767901501
Ready to Move,1,Resale,4.0,7631.0,3,1150.0,Noida,110.0,7233.0,1.05502557721554
Ready to Move,1,Resale,5.0,7631.0,5,1150.0,Gurgaon,82.0,9259.0,0.8241710767901501
Ready to Move,8,Resale,2.0,4352.0,2,451.0,Faridabad,25.5,5662.5,0.7685651214128035
Ready to Move,0,Resale,2.0,6746.0,6,1200.0,New Delhi,85.0,8796.0,0.7669395179627103
Ready to Move,0,Resale,3.0,4000.0,3,1450.0,Gurgaon,40.0,9259.0,0.43201209633869747
Ready to Move,4,Resale,2.0,5714.0,2,1300.0,Gurgaon,70.0,9259.0,0.6171292796198293
Ready to Move,3,Resale,3.0,20370.0,3,750.0,New Delhi,275.0,8796.0,2.315825375170532
Ready to Move,1,New Property,4.0,7631.0,4,850.0,Gurgaon,250.0,9259.0,0.8241710767901501
Ready to Move,4,New Property,2.0,11420.0,3,1150.0,Gurgaon,185.0,9259.0,1.2333945350469813
Ready to Move,3,New Property,3.0,16907.0,4,1150.0,Gurgaon,303.0,9259.0,1.8260071281995895
Ready to Move,0,Resale,1.0,3107.0,2,1150.0,Noida,16.0,7233.0,0.42955896585096087
Ready to Move,15,Resale,2.0,3800.0,2,1150.0,Noida,38.0,7233.0,0.5253698327111849
Ready to Move,15,Resale,2.0,4222.0,3,1150.0,Noida,38.0,7233.0,0.5837135351859533
Ready to Move,2,New Property,2.0,10250.0,3,1150.0,New Delhi,82.0,8796.0,1.1653024101864484
Ready to Move,9,Resale,2.0,3500.0,2,1150.0,Faridabad,36.6,5662.5,0.6181015452538632
Ready to Move,4,Resale,2.0,10455.0,2,1150.0,New Delhi,115.0,8796.0,1.1886084583901773
Ready to Move,3,New Property,4.0,37500.0,3,1150.0,New Delhi,750.0,8796.0,4.263301500682128
Ready to Move,11,Resale,1.0,5000.0,1,1150.0,Ghaziabad,27.0,5590.0,0.8944543828264758
Ready to Move,0,Resale,2.0,16667.0,3,1150.0,New Delhi,200.0,8796.0,1.894838562983174
Ready to Move,4,Resale,2.0,8182.0,2,1150.0,Gurgaon,90.0,9259.0,0.8836807430608057
Ready to Move,7,Resale,2.0,8400.0,2,2000.0,Gurgaon,105.0,9259.0,0.9072254023112647
Ready to Move,17,Resale,1.0,3130.0,1,2600.0,Ghaziabad,21.0,5590.0,0.5599284436493739
Ready to Move,0,Resale,1.0,3448.0,1,450.0,Ghaziabad,15.0,5590.0,0.6168157423971378
Ready to Move,5,Resale,2.0,2655.0,2,3200.0,Ghaziabad,33.0,5590.0,0.4749552772808587
Ready to Move,1,New Property,1.0,3889.0,1,800.0,New Delhi,17.5,8796.0,0.44213278763074126
Ready to Move,21,Resale,2.0,10000.0,4,1150.0,Noida,250.0,7233.0,1.3825521913452232
Ready to Move,0,Resale,2.0,8593.0,2,1150.0,Greater Noida,185.0,5784.5,1.4855216526925403
Ready to Move,0,New Property,5.0,8267.0,4,1150.0,Gurgaon,248.0,9259.0,0.8928610001080031
Under Construction,4,Resale,3.0,6800.0,4,1150.0,New Delhi,170.0,8796.0,0.7730786721236926
Under Construction,4,Resale,2.0,5556.0,1,1150.0,New Delhi,20.0,8796.0,0.6316507503410641
Ready to Move,1,Resale,3.0,14198.0,3,1150.0,Faridabad,69.0,5662.5,2.507373068432671
Ready to Move,2,Resale,2.0,4100.0,2,1150.0,Ghaziabad,41.0,5590.0,0.7334525939177102
Ready to Move,3,Resale,2.0,5714.0,2,1150.0,Ghaziabad,50.0,5590.0,1.0221824686940966
Ready to Move,2,New Property,4.0,10156.0,4,1150.0,Greater Noida,325.0,5784.5,1.7557265105022042
Ready to Move,1,New Property,2.0,5407.0,2,1150.0,Greater Noida,73.0,5784.5,0.9347393897484657
Ready to Move,7,New Property,2.0,4739.0,3,1150.0,Gurgaon,54.5,9259.0,0.5118263311372718
Ready to Move,8,Resale,4.0,7729.0,4,1150.0,Ghaziabad,240.0,5590.0,1.3826475849731663
Ready to Move,2,Resale,2.0,8438.0,3,1150.0,New Delhi,135.0,8796.0,0.959299681673488
Ready to Move,1,Resale,2.0,6244.0,2,1150.0,Ghaziabad,64.0,5590.0,1.116994633273703
Ready to Move,1,Resale,2.0,2750.0,2,1150.0,Ghaziabad,22.0,5590.0,0.4919499105545617
Ready to Move,0,Resale,5.0,14400.0,5,1800.0,Gurgaon,360.0,9259.0,1.5552435468193109
Ready to Move,17,Resale,1.0,9709.0,1,450.0,Noida,50.0,7233.0,1.3423199225770772
Ready to Move,2,Resale,2.0,14035.0,3,1650.0,New Delhi,200.0,8796.0,1.595611641655298
Ready to Move,1,Resale,2.0,11724.0,2,550.0,New Delhi,60.0,8796.0,1.3328785811732606
Ready to Move,4,Resale,3.0,12121.0,3,1000.0,New Delhi,250.0,8796.0,1.378012733060482
Ready to Move,0,Resale,1.0,3484.0,2,2650.0,New Delhi,85.0,8796.0,0.39608913142337426
Ready to Move,0,Resale,2.0,5909.0,2,810.0,New Delhi,60.0,8796.0,0.6717826284674853
Ready to Move,6,Resale,2.0,7908.0,2,1320.0,Greater Noida,75.0,5784.5,1.367101737401677
Ready to Move,3,Resale,5.0,7593.0,5,1150.0,New Delhi,2000.0,8796.0,0.8632332878581174
Ready to Move,1,New Property,4.0,3499.0,3,1150.0,Gurgaon,205.0,9259.0,0.3779025812722756
Ready to Move,2,Resale,5.0,2750.0,3,1150.0,Gurgaon,189.0,9259.0,0.2970083162328545
Under Construction,1,Resale,2.0,17361.0,2,1150.0,New Delhi,45.0,8796.0,1.973738062755798
Ready to Move,4,New Property,3.0,2714.0,4,1150.0,Greater Noida,73.5,5784.5,0.4691848906560636
Ready to Move,7,Resale,1.0,4000.0,2,1150.0,New Delhi,16.5,8796.0,0.45475216007276037
Ready to Move,4,Resale,1.0,6471.0,1,1150.0,New Delhi,24.0,8796.0,0.735675306957708
Ready to Move,1,Resale,3.0,6044.0,3,1150.0,Noida,100.0,7233.0,0.8356145444490529
Ready to Move,1,Resale,3.0,7631.0,3,1150.0,Noida,110.0,7233.0,1.05502557721554
Ready to Move,1,Resale,2.0,7631.0,1,1150.0,Ghaziabad,26.5,5590.0,1.3651162790697675
Ready to Move,4,Resale,1.0,5009.0,1,1105.0,Ghaziabad,27.6,5590.0,0.8960644007155635
Ready to Move,1,New Property,2.0,3642.0,2,1000.0,Ghaziabad,34.6,5590.0,0.651520572450805
Ready to Move,2,Resale,2.0,9667.0,2,900.0,New Delhi,116.0,8796.0,1.0990222828558436
Ready to Move,12,New Property,2.0,5263.0,3,1162.0,Greater Noida,80.0,5784.5,0.9098452761690725
Ready to Move,0,New Property,2.0,17261.0,2,1150.0,Ghaziabad,300.0,5590.0,3.08783542039356
Ready to Move,0,Resale,4.0,21000.0,4,1150.0,New Delhi,525.0,8796.0,2.387448840381992
Ready to Move,3,Resale,2.0,13645.0,2,1150.0,Noida,235.0,7233.0,1.8864924650905572
Ready to Move,2,Resale,3.0,4091.0,3,1150.0,Ghaziabad,45.0,5590.0,0.7318425760286226
Ready to Move,2,Resale,2.0,8065.0,2,1150.0,New Delhi,125.0,8796.0,0.916894042746703
Ready to Move,4,Resale,3.0,8056.0,3,1150.0,New Delhi,145.0,8796.0,0.9158708503865394
Ready to Move,2,Resale,2.0,8056.0,3,1150.0,New Delhi,145.0,8796.0,0.9158708503865394
Ready to Move,7,Resale,3.0,4622.0,3,1150.0,Noida,85.5,7233.0,0.6390156228397622
Ready to Move,1,Resale,3.0,4703.0,3,1150.0,Noida,87.0,7233.0,0.6502142955896585
Ready to Move,4,Resale,2.0,8500.0,3,1150.0,New Delhi,85.0,8796.0,0.9663483401546157
Ready to Move,1,Resale,1.0,2390.0,1,1150.0,New Delhi,12.4,8796.0,0.2717144156434743
Ready to Move,7,Resale,1.0,4667.0,1,1150.0,Greater Noida,17.5,5784.5,0.806811306076584
Ready to Move,2,Resale,4.0,13825.0,3,1150.0,Gurgaon,330.0,9259.0,1.4931418079706231
Ready to Move,0,Resale,2.0,13006.0,3,1150.0,Greater Noida,210.0,5784.5,2.2484225084276948
Ready to Move,1,Resale,1.0,6667.0,1,1150.0,New Delhi,30.0,8796.0,0.7579581628012733
Ready to Move,1,Resale,2.0,4000.0,3,1150.0,Ghaziabad,36.0,5590.0,0.7155635062611807
Ready to Move,3,Resale,3.0,8914.0,3,1043.0,Ghaziabad,160.0,5590.0,1.594633273703041
Ready to Move,14,Resale,2.0,3907.0,2,810.0,Greater Noida,42.2,5784.5,0.6754257066297865
Ready to Move,1,Resale,2.0,8649.0,2,740.0,New Delhi,80.0,8796.0,0.9832878581173261
Ready to Move,6,Resale,3.0,10370.0,4,1150.0,New Delhi,280.0,8796.0,1.1789449749886312
Ready to Move,3,Resale,2.0,2857.0,2,1150.0,Ghaziabad,40.0,5590.0,0.5110912343470483
Ready to Move,4,Resale,3.0,9421.0,3,1150.0,New Delhi,179.0,8796.0,1.0710550250113688
Ready to Move,2,Resale,2.0,12778.0,1,1150.0,Gurgaon,115.0,9259.0,1.3800626417539692
Ready to Move,3,Resale,2.0,9200.0,2,1150.0,New Delhi,155.0,8796.0,1.0459299681673488
Ready to Move,2,New Property,2.0,5229.0,3,1150.0,New Delhi,73.0,8796.0,0.594474761255116
Ready to Move,1,New Property,3.0,9737.0,2,1150.0,New Delhi,40.0,8796.0,1.1069804456571168
Ready to Move,0,Resale,4.0,20000.0,3,1150.0,New Delhi,42.0,8796.0,2.2737608003638017
Ready to Move,1,Resale,2.0,5647.0,3,1150.0,Noida,138.0,7233.0,0.7807272224526476
Ready to Move,1,Resale,2.0,5556.0,2,1150.0,Noida,48.0,7233.0,0.7681459975114061
Ready to Move,2,New Property,2.0,2500.0,3,1150.0,Ghaziabad,22.5,5590.0,0.4472271914132379
Ready to Move,1,Resale,2.0,6667.0,3,1150.0,New Delhi,54.0,8796.0,0.7579581628012733
Ready to Move,3,Resale,2.0,5630.0,3,1150.0,New Delhi,76.0,8796.0,0.6400636653024102
Ready to Move,0,Resale,2.0,10185.0,2,1150.0,New Delhi,55.0,8796.0,1.157912687585266
Ready to Move,2,Resale,3.0,7407.0,4,1150.0,Ghaziabad,200.0,5590.0,1.3250447227191413
Ready to Move,1,Resale,2.0,11241.0,3,1150.0,Greater Noida,146.0,5784.5,1.9432967412913822
Ready to Move,2,Resale,2.0,4000.0,3,1150.0,Ghaziabad,40.0,5590.0,0.7155635062611807
Ready to Move,0,Resale,2.0,6429.0,3,1150.0,New Delhi,90.0,8796.0,0.7309004092769441
Ready to Move,8,Resale,3.0,8292.0,3,1150.0,New Delhi,99.5,8796.0,0.9427012278308322
Ready to Move,4,Resale,5.0,10714.0,4,1150.0,Greater Noida,110.0,5784.5,1.8521912006223529
Ready to Move,2,Resale,2.0,8235.0,4,1150.0,New Delhi,750.0,8796.0,0.9362210095497954
Ready to Move,4,Resale,2.0,7833.0,3,1150.0,New Delhi,140.0,8796.0,0.890518417462483
Ready to Move,2,Resale,2.0,11200.0,2,1150.0,New Delhi,130.0,8796.0,1.273306048203729
Ready to Move,1,Resale,1.0,8148.0,3,1150.0,New Delhi,135.0,8796.0,0.9263301500682128
Ready to Move,1,Resale,2.0,7631.0,1,1150.0,New Delhi,22.0,8796.0,0.8675534333788085
Ready to Move,3,Resale,2.0,4831.0,3,810.0,New Delhi,50.0,8796.0,0.5492269213278763
Ready to Move,9,Resale,2.0,8222.0,2,1200.0,New Delhi,148.0,8796.0,0.9347430650295588
Ready to Move,1,Resale,3.0,8529.0,3,1150.0,New Delhi,145.0,8796.0,0.9696452933151433
Ready to Move,8,Resale,2.0,6296.0,2,1150.0,Noida,85.0,7233.0,0.8704548596709526
Ready to Move,15,Resale,3.0,3939.0,3,1150.0,Ghaziabad,65.0,5590.0,0.7046511627906977
Ready to Move,14,New Property,3.0,7381.0,3,1150.0,Noida,155.0,7233.0,1.0204617724319094
Ready to Move,4,Resale,2.0,5185.0,2,1150.0,Faridabad,42.0,5662.5,0.915673289183223
Ready to Move,3,Resale,3.0,11765.0,3,1150.0,Gurgaon,200.0,9259.0,1.270655578356194
Ready to Move,3,Resale,2.0,7500.0,2,1150.0,New Delhi,75.0,8796.0,0.8526603001364257
